"Date","Austria","Belgium","Bulgaria","Croatia","Cyprus","Czech Republic","Denmark","Estonia","Finland","France","Germany","Greece","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Netherlands","Norway","Poland","Portugal","Romania","Slovakia","Slovenia","Spain","Sweden","Switzerland","United Kingdom"
2020-01-01,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
2020-01-02,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
2020-01-03,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
2020-01-04,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
2020-01-05,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
2020-01-06,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
2020-01-07,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
2020-01-08,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
2020-01-09,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
2020-01-10,-0.43405017921147,5.87096774193548,1.93951612903226,4.39784946236559,12.1225806451613,0.234310850439883,5.46881720430108,3.09216589861751,-2.00264976958525,6.76818996415771,3.99467040673212,9.12516129032258,-0.7,6.73512544802867,7.47369727047146,4.12983870967742,2.7099706744868,3.64193548387097,12.5612903225806,6.19612903225806,2.72096774193548,2.46645161290323,13.2365591397849,-0.229493087557604,-1.60774193548387,-0.720967741935484,8.98005093378608,1.64096774193548,0.814336917562724,6.47873900293255
