Key,Epoch,Average Train,Average Val
30000-Lambda-0.0001-LR-5e-05,500,1142.186959838867,5874.0423583984375
30000-Lambda-0.0001-LR-5e-05,1000,595.6677856445312,3084.6656646728516
30000-Lambda-0.0001-LR-5e-05,1500,466.3839508056641,2367.1815490722656
30000-Lambda-0.0001-LR-5e-05,2000,378.83436279296876,1917.4235916137695
30000-Lambda-0.0001-LR-5e-05,2500,306.1527046203613,1556.1561660766602
30000-Lambda-0.0001-LR-5e-05,3000,245.44871139526367,1255.2386856079102
30000-Lambda-0.0001-LR-5e-05,3500,195.84087295532225,1007.0780563354492
30000-Lambda-0.0001-LR-5e-05,4000,156.31567916870117,806.0362434387207
30000-Lambda-0.0001-LR-5e-05,4500,125.4903793334961,645.8464279174805
30000-Lambda-0.0001-LR-5e-05,5000,101.85946159362793,520.1936302185059
30000-Lambda-0.0001-LR-5e-05,5500,83.95645942687989,423.01429748535156
30000-Lambda-0.0001-LR-5e-05,6000,70.40229606628418,348.4087162017822
30000-Lambda-0.0001-LR-5e-05,6500,59.95125961303711,290.7949867248535
30000-Lambda-0.0001-LR-5e-05,7000,51.580698585510255,245.35915184020996
30000-Lambda-0.0001-LR-5e-05,7500,44.56090812683105,208.40570831298828
30000-Lambda-0.0001-LR-5e-05,8000,38.449995803833005,177.39878273010254
30000-Lambda-0.0001-LR-5e-05,8500,33.02603588104248,150.77544689178467
30000-Lambda-0.0001-LR-5e-05,9000,28.198740577697755,127.65805053710938
30000-Lambda-0.0001-LR-5e-05,9500,23.936302280426027,107.57449340820312
30000-Lambda-0.0001-LR-5e-05,10000,20.21956510543823,90.2453761100769
30000-Lambda-0.0001-LR-5e-05,10500,17.017315673828126,75.43761396408081
30000-Lambda-0.0001-LR-5e-05,11000,14.277371406555176,62.883456230163574
30000-Lambda-0.0001-LR-5e-05,11500,11.933355402946471,52.274101972579956
30000-Lambda-0.0001-LR-5e-05,12000,9.92023594379425,43.30105924606323
30000-Lambda-0.0001-LR-5e-05,12500,8.186424851417542,35.69695210456848
30000-Lambda-0.0001-LR-5e-05,13000,6.695820474624634,29.250869512557983
30000-Lambda-0.0001-LR-5e-05,13500,5.422502028942108,23.799713373184204
30000-Lambda-0.0001-LR-5e-05,14000,4.34473066329956,19.211124777793884
30000-Lambda-0.0001-LR-5e-05,14500,3.441799819469452,15.371286481618881
30000-Lambda-0.0001-LR-5e-05,15000,2.6933094054460525,12.18024829030037
30000-Lambda-0.0001-LR-5e-05,15500,2.079348456859589,9.547685906291008
30000-Lambda-0.0001-LR-5e-05,16000,1.5814755275845527,7.396035693585873
30000-Lambda-0.0001-LR-5e-05,16500,1.183090976625681,5.655210435390472
30000-Lambda-0.0001-LR-5e-05,17000,0.8696224488317966,4.26492652669549
30000-Lambda-0.0001-LR-5e-05,17500,0.6277552992105484,3.1703830994665623
30000-Lambda-0.0001-LR-5e-05,18000,0.44518962129950523,2.322327045723796
30000-Lambda-0.0001-LR-5e-05,18500,0.3106931444257498,1.676977913826704
30000-Lambda-0.0001-LR-5e-05,19000,0.2141183942556381,1.1950471922755241
30000-Lambda-0.0001-LR-5e-05,19500,0.14673081561923026,0.8433959186077118
30000-Lambda-0.0001-LR-5e-05,20000,0.10074795372784137,0.5920775830745697
30000-Lambda-0.0001-LR-5e-05,20500,0.07014472559094428,0.41748195327818394
30000-Lambda-0.0001-LR-5e-05,21000,0.05013909600675106,0.2994781546294689
30000-Lambda-0.0001-LR-5e-05,21500,0.03736015260219574,0.22399635147303343
30000-Lambda-0.0001-LR-5e-05,22000,0.02915448434650898,0.17215852346271276
30000-Lambda-0.0001-LR-5e-05,22500,0.024170303717255592,0.14149763155728579
30000-Lambda-0.0001-LR-5e-05,23000,0.021207736060023307,0.12313660327345133
30000-Lambda-0.0001-LR-5e-05,23500,0.01951671689748764,0.11289111897349358
30000-Lambda-0.0001-LR-5e-05,24000,0.0185613002628088,0.10621586535125971
30000-Lambda-0.0001-LR-5e-05,24500,0.0180148683488369,0.10352715570479631
30000-Lambda-0.0001-LR-5e-05,25000,0.017809465900063513,0.10177466832101345
30000-Lambda-0.0001-LR-5e-05,25500,0.0175559950992465,0.100863684900105
30000-Lambda-0.0001-LR-5e-05,26000,0.017458170279860498,0.09991971775889397
30000-Lambda-0.0001-LR-5e-05,26500,0.017411235719919205,0.09985645581036806
30000-Lambda-0.0001-LR-5e-05,27000,0.0173911452293396,0.09973820392042398
30000-Lambda-0.0001-LR-5e-05,27500,0.017388428933918475,0.09972951840609312
30000-Lambda-0.0001-LR-5e-05,28000,0.01737864837050438,0.09953742381185293
30000-Lambda-0.0001-LR-5e-05,28500,0.01742764413356781,0.10065700113773346
30000-Lambda-0.0001-LR-5e-05,29000,0.017381592467427254,0.09968679584562778
