Key,Epoch,Average Train,Average Val
30000-Lambda-0.0001-LR-5e-05,500,46.545064735412595,219.9844627380371
30000-Lambda-0.0001-LR-5e-05,1000,24.11247444152832,111.78490209579468
30000-Lambda-0.0001-LR-5e-05,1500,15.760556983947755,73.34117889404297
30000-Lambda-0.0001-LR-5e-05,2000,12.660462951660156,59.79889535903931
30000-Lambda-0.0001-LR-5e-05,2500,10.904390811920166,51.885029315948486
30000-Lambda-0.0001-LR-5e-05,3000,9.402844524383545,44.72581744194031
30000-Lambda-0.0001-LR-5e-05,3500,8.017101430892945,38.02475905418396
30000-Lambda-0.0001-LR-5e-05,4000,6.75056643486023,31.94870436191559
30000-Lambda-0.0001-LR-5e-05,4500,5.609390306472778,26.558187127113342
30000-Lambda-0.0001-LR-5e-05,5000,4.59581241607666,21.850215673446655
30000-Lambda-0.0001-LR-5e-05,5500,3.7114599466323854,17.800039529800415
30000-Lambda-0.0001-LR-5e-05,6000,2.9582377433776856,14.380038261413574
30000-Lambda-0.0001-LR-5e-05,6500,2.3358880043029786,11.559195041656494
30000-Lambda-0.0001-LR-5e-05,7000,1.8384759783744813,9.291620433330536
30000-Lambda-0.0001-LR-5e-05,7500,1.4527698397636413,7.508861005306244
30000-Lambda-0.0001-LR-5e-05,8000,1.1597321271896361,6.124233424663544
30000-Lambda-0.0001-LR-5e-05,8500,0.9381538689136505,5.046570062637329
30000-Lambda-0.0001-LR-5e-05,9000,0.7687496066093444,4.196233183145523
30000-Lambda-0.0001-LR-5e-05,9500,0.6368045330047607,3.514407604932785
30000-Lambda-0.0001-LR-5e-05,10000,0.5323564440011979,2.9615762531757355
30000-Lambda-0.0001-LR-5e-05,10500,0.44861219823360443,2.509809747338295
30000-Lambda-0.0001-LR-5e-05,11000,0.3804267317056656,2.1365661025047302
30000-Lambda-0.0001-LR-5e-05,11500,0.32380995601415635,1.8233011290431023
30000-Lambda-0.0001-LR-5e-05,12000,0.2759980484843254,1.5565109699964523
30000-Lambda-0.0001-LR-5e-05,12500,0.23535902053117752,1.3278423696756363
30000-Lambda-0.0001-LR-5e-05,13000,0.20101253539323807,1.1326949894428253
30000-Lambda-0.0001-LR-5e-05,13500,0.1724325969815254,0.968499556183815
30000-Lambda-0.0001-LR-5e-05,14000,0.14917813539505004,0.8333052173256874
30000-Lambda-0.0001-LR-5e-05,14500,0.13075513392686844,0.7249183170497417
30000-Lambda-0.0001-LR-5e-05,15000,0.11656255573034287,0.6404546871781349
30000-Lambda-0.0001-LR-5e-05,15500,0.10590771734714508,0.576339315623045
30000-Lambda-0.0001-LR-5e-05,16000,0.09806663990020752,0.5286296606063843
30000-Lambda-0.0001-LR-5e-05,16500,0.09235833585262299,0.4934961833059788
30000-Lambda-0.0001-LR-5e-05,17000,0.08821057826280594,0.4678082913160324
30000-Lambda-0.0001-LR-5e-05,17500,0.08519826978445053,0.4489994905889034
30000-Lambda-0.0001-LR-5e-05,18000,0.08303610980510712,0.4353399686515331
30000-Lambda-0.0001-LR-5e-05,18500,0.0815335601568222,0.42575713992118835
30000-Lambda-0.0001-LR-5e-05,19000,0.08054442703723907,0.4193471483886242
30000-Lambda-0.0001-LR-5e-05,19500,0.07994281202554702,0.4156903401017189
30000-Lambda-0.0001-LR-5e-05,20000,0.07961455434560775,0.41327060014009476
30000-Lambda-0.0001-LR-5e-05,20500,0.07946196049451829,0.4122537858784199
30000-Lambda-0.0001-LR-5e-05,21000,0.07940499186515808,0.41176019236445427
30000-Lambda-0.0001-LR-5e-05,21500,0.07938962280750275,0.4116656295955181
30000-Lambda-0.0001-LR-5e-05,22000,0.07938630729913712,0.41171377897262573
30000-Lambda-0.0001-LR-5e-05,22500,0.07938597351312637,0.41176190227270126
30000-Lambda-0.0001-LR-5e-05,23000,0.07938622385263443,0.4114833436906338
30000-Lambda-0.0001-LR-5e-05,23500,0.0793861374258995,0.4116625338792801
30000-Lambda-0.0001-LR-5e-05,24000,0.07938599288463592,0.411751352250576
30000-Lambda-0.0001-LR-5e-05,24500,0.07938594967126847,0.4117303155362606
30000-Lambda-0.0001-LR-5e-05,25000,0.07938594669103623,0.4117228388786316
30000-Lambda-0.0001-LR-5e-05,25500,0.0793859452009201,0.41172901168465614
30000-Lambda-0.0001-LR-5e-05,26000,0.07938595116138458,0.41178392991423607
30000-Lambda-0.0001-LR-5e-05,26500,0.07938603013753891,0.41179800778627396
30000-Lambda-0.0001-LR-5e-05,27000,0.07938596457242966,0.41172269359230995
30000-Lambda-0.0001-LR-5e-05,27500,0.07938594818115234,0.41171977296471596
30000-Lambda-0.0001-LR-5e-05,28000,0.0793859452009201,0.4117187336087227
30000-Lambda-0.0001-LR-5e-05,28500,0.07938619554042817,0.4117956981062889
30000-Lambda-0.0001-LR-5e-05,29000,0.07938614338636399,0.4117521718144417
30000-Lambda-0.0001-LR-5e-05,29500,0.07938603460788726,0.4117572419345379
30000-Lambda-0.0001-LR-5e-05,30000,0.0793859452009201,0.4117523171007633
30000-Lambda-0.0001-LR-0.0001,500,17.42460765838623,91.45431137084961
30000-Lambda-0.0001-LR-0.0001,1000,10.611876296997071,54.054662227630615
30000-Lambda-0.0001-LR-0.0001,1500,7.410194063186646,36.73493981361389
30000-Lambda-0.0001-LR-0.0001,2000,5.587944507598877,27.100911140441895
30000-Lambda-0.0001-LR-0.0001,2500,4.344861149787903,20.7243914604187
30000-Lambda-0.0001-LR-0.0001,3000,3.397632050514221,16.008111238479614
30000-Lambda-0.0001-LR-0.0001,3500,2.645486855506897,12.35519540309906
30000-Lambda-0.0001-LR-0.0001,4000,2.043455934524536,9.491614282131195
30000-Lambda-0.0001-LR-0.0001,4500,1.5646511793136597,7.250292122364044
30000-Lambda-0.0001-LR-0.0001,5000,1.189209794998169,5.5087156891822815
30000-Lambda-0.0001-LR-0.0001,5500,0.900347626209259,4.170597970485687
30000-Lambda-0.0001-LR-0.0001,6000,0.6825955390930176,3.1569554805755615
30000-Lambda-0.0001-LR-0.0001,6500,0.5213116765022278,2.4002880454063416
30000-Lambda-0.0001-LR-0.0001,7000,0.40291314423084257,1.8416455686092377
30000-Lambda-0.0001-LR-0.0001,7500,0.3156308770179749,1.4309789687395096
30000-Lambda-0.0001-LR-0.0001,8000,0.250454506278038,1.1292603015899658
30000-Lambda-0.0001-LR-0.0001,8500,0.2013351708650589,0.9084992930293083
30000-Lambda-0.0001-LR-0.0001,9000,0.16438723355531693,0.748618520796299
30000-Lambda-0.0001-LR-0.0001,9500,0.1369440257549286,0.634417861700058
30000-Lambda-0.0001-LR-0.0001,10000,0.11702107191085816,0.5542540922760963
30000-Lambda-0.0001-LR-0.0001,10500,0.10302723050117493,0.49934346973896027
30000-Lambda-0.0001-LR-0.0001,11000,0.09358029514551162,0.46293604746460915
30000-Lambda-0.0001-LR-0.0001,11500,0.08746892511844635,0.4398023635149002
30000-Lambda-0.0001-LR-0.0001,12000,0.08369775712490082,0.4259409233927727
30000-Lambda-0.0001-LR-0.0001,12500,0.08150498569011688,0.41828474029898643
30000-Lambda-0.0001-LR-0.0001,13000,0.08032616823911667,0.41444190219044685
30000-Lambda-0.0001-LR-0.0001,13500,0.07975324839353562,0.4127180725336075
30000-Lambda-0.0001-LR-0.0001,14000,0.07950818538665771,0.41205960139632225
30000-Lambda-0.0001-LR-0.0001,14500,0.0794189915060997,0.4119296111166477
30000-Lambda-0.0001-LR-0.0001,15000,0.0793925791978836,0.41170286387205124
30000-Lambda-0.0001-LR-0.0001,15500,0.07938945144414902,0.4113022983074188
30000-Lambda-0.0001-LR-0.0001,16000,0.07939163893461228,0.4108846113085747
