Key,Epoch,Average Train,Average Val
30000-Lambda-0.0001-LR-5e-05,500,809.8674285888671,813.7628143310546
30000-Lambda-0.0001-LR-5e-05,1000,263.8473861694336,270.96800994873047
30000-Lambda-0.0001-LR-5e-05,1500,170.88402557373047,178.75177307128905
30000-Lambda-0.0001-LR-5e-05,2000,135.05240173339843,142.41297607421876
30000-Lambda-0.0001-LR-5e-05,2500,113.83353652954102,120.72011184692383
30000-Lambda-0.0001-LR-5e-05,3000,99.86965408325196,106.56236572265625
30000-Lambda-0.0001-LR-5e-05,3500,89.00322456359864,95.67987098693848
30000-Lambda-0.0001-LR-5e-05,4000,79.5079444885254,86.19015464782714
30000-Lambda-0.0001-LR-5e-05,4500,70.92586326599121,77.52778587341308
30000-Lambda-0.0001-LR-5e-05,5000,63.130192565917966,69.51843452453613
30000-Lambda-0.0001-LR-5e-05,5500,56.0159854888916,62.05259971618652
30000-Lambda-0.0001-LR-5e-05,6000,49.46669311523438,55.0328914642334
30000-Lambda-0.0001-LR-5e-05,6500,43.37149848937988,48.37889366149902
30000-Lambda-0.0001-LR-5e-05,7000,37.65364513397217,42.05068416595459
30000-Lambda-0.0001-LR-5e-05,7500,32.295331192016604,36.07088356018066
30000-Lambda-0.0001-LR-5e-05,8000,27.33635768890381,30.5179105758667
30000-Lambda-0.0001-LR-5e-05,8500,22.845662689208986,25.490932083129884
30000-Lambda-0.0001-LR-5e-05,9000,18.884689807891846,21.068979930877685
30000-Lambda-0.0001-LR-5e-05,9500,15.481276798248292,17.284385013580323
30000-Lambda-0.0001-LR-5e-05,10000,12.621887493133546,14.117559671401978
30000-Lambda-0.0001-LR-5e-05,10500,10.258357048034668,11.507966232299804
30000-Lambda-0.0001-LR-5e-05,11000,8.320220232009888,9.370673847198486
30000-Lambda-0.0001-LR-5e-05,11500,6.728274393081665,7.613070487976074
30000-Lambda-0.0001-LR-5e-05,12000,5.408643174171448,6.150775790214539
30000-Lambda-0.0001-LR-5e-05,12500,4.304286086559296,4.920077967643738
30000-Lambda-0.0001-LR-5e-05,13000,3.3787142753601076,3.881593590974808
30000-Lambda-0.0001-LR-5e-05,13500,2.610492300987244,3.0136009097099303
30000-Lambda-0.0001-LR-5e-05,14000,1.9840936541557312,2.301144403219223
