0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.99999654,0.9363528,0.878783,0.8305839,0.79392904,0.7671719,0.7458258,0.7232107,0.69458205,0.65793866,0.61653566,0.5748734,0.5352157,0.49846798,0.4643696,0.43199387,0.4009135,0.3712392,0.34289774,0.31580725,0.2899246,0.2652868,0.24220747,0.22151326,0.20394202,0.18975344,0.17873813,0.17033833,0.1639466,0.15926974,0.1562773,0.15478191,0.1541822,0.15373686,0.1526649,0.15037191,0.1468929,0.14271519,0.1389028,0.13654308,0.13612863,0.13743202,0.1398179,0.1427209,0.14616843,0.15080224,0.15686402,0.16383441,0.17076093,0.1764317,0.17996159,0.18127315,0.18104371,0.18025774,0.17956457,0.17937692,0.1798682,0.1815083,0.18526575,0.19226141
0.9999862,0.761755,0.61114496,0.51716095,0.4561496,0.4142417,0.38361207,0.36085138,0.34504634,0.33492142,0.32868877,0.32448593,0.32034802,0.31531063,0.30979168,0.3047408,0.29998836,0.29408294,0.2848941,0.27122232,0.25382197,0.23528458,0.21857953,0.2052472,0.19555317,0.18875818,0.18376489,0.17988515,0.1769996,0.17506368,0.17376003,0.17261523,0.17108504,0.16898254,0.16665906,0.16467126,0.16378841,0.1640497,0.16435121,0.16393091,0.16207564,0.15868534,0.15443645,0.14968213,0.14486067,0.14028515,0.13622035,0.13274586,0.12973355,0.12731157,0.12574078,0.12511742,0.1254621,0.12664926,0.12866762,0.13175042,0.13618694,0.14209844,0.14911082,0.15599458
0.99998426,0.8576325,0.7573133,0.68444055,0.621501,0.56497276,0.5150676,0.47137132,0.43669268,0.4108128,0.39103547,0.3744695,0.36033553,0.34959608,0.3419627,0.33580926,0.32971588,0.3218999,0.31270996,0.3043141,0.29827815,0.29614267,0.29848826,0.30538058,0.31642944,0.33113062,0.34905714,0.37009543,0.39309007,0.41384533,0.42759532,0.43046996,0.42318788,0.41130528,0.4000575,0.39120492,0.38412464,0.37766576,0.37180662,0.36840427,0.36877456,0.3709116,0.37219486,0.3709605,0.36617225,0.3594373,0.3527869,0.34745842,0.34442088,0.34298837,0.34086064,0.33583218,0.32739222,0.31716222,0.30754063,0.30055204,0.29690015,0.29585022,0.29619613,0.2966912
0.60847586,0.5333441,0.49667826,0.49379435,0.5213384,0.5778795,0.660213,0.76009715,0.8604411,0.94060004,0.98693013,0.9999429,0.9927955,0.97832763,0.96131897,0.9390805,0.9068402,0.85905707,0.7937306,0.7176747,0.639541,0.56678176,0.5048165,0.45420197,0.41348037,0.38128608,0.35603064,0.33606413,0.32049257,0.30852333,0.30001196,0.29483214,0.29278934,0.29344034,0.29549292,0.29727918,0.29705366,0.29323426,0.2852727,0.27443123,0.26186502,0.24888232,0.23654489,0.22547267,0.21650232,0.21043833,0.20734629,0.206521,0.2074206,0.20832385,0.20838557,0.20861326,0.21014029,0.21482117,0.22345799,0.23562545,0.25016445,0.26533952,0.28008845,0.2938951
0.99996907,0.7790205,0.62961286,0.53506297,0.47851646,0.445834,0.42793557,0.41902757,0.41795692,0.4249646,0.43786442,0.4530337,0.4647532,0.46833202,0.46265998,0.44739586,0.4241179,0.3970217,0.369804,0.3460283,0.32746944,0.31290102,0.30037552,0.28808737,0.27500272,0.26163536,0.2488428,0.23697732,0.22565724,0.21456699,0.20408888,0.19527256,0.18973528,0.18862848,0.19243479,0.20065476,0.21160212,0.223492,0.23439811,0.24331965,0.25069827,0.2567334,0.2614733,0.26450017,0.26501262,0.26253563,0.25715905,0.24967706,0.24170215,0.23521514,0.23065808,0.22806181,0.22745459,0.22906265,0.2332652,0.23914202,0.2458848,0.2521849,0.25721735,0.2613976
0.9999596,0.95455194,0.916091,0.8849139,0.8509204,0.80843127,0.7583121,0.7003526,0.64048797,0.58300173,0.5288365,0.4797289,0.43795517,0.40470752,0.37996328,0.36074036,0.34336966,0.32511556,0.3051673,0.2850491,0.26715744,0.2525389,0.24098808,0.23169397,0.22336215,0.21578947,0.20942771,0.2043995,0.20016053,0.19580543,0.1906022,0.1848439,0.1801869,0.17824154,0.18009005,0.18626988,0.19594759,0.20682296,0.2163531,0.22259998,0.2247795,0.22295444,0.21791835,0.21043134,0.20176512,0.19394651,0.18842208,0.18581058,0.18622896,0.18924403,0.19378488,0.19849913,0.20211075,0.2046231,0.20705174,0.2104727,0.21482362,0.21874192,0.22134079,0.22299185
1.0,0.8705088,0.7156485,0.5565593,0.41818663,0.3157973,0.24972323,0.21130899,0.19170617,0.18406266,0.18301965,0.18561687,0.19073875,0.19842066,0.20891373,0.22186826,0.23559612,0.24785304,0.2566882,0.26121765,0.26201287,0.25955558,0.25411367,0.24567409,0.23448087,0.22109193,0.20634526,0.19151832,0.1775093,0.1650002,0.15448523,0.14610766,0.14015806,0.13685471,0.13614656,0.13779761,0.14121921,0.14554918,0.15004548,0.15412039,0.1575111,0.16042206,0.16310461,0.16558702,0.16744728,0.16817531,0.16760819,0.16594186,0.16378272,0.16197598,0.16084364,0.1603179,0.16016641,0.15981781,0.15890485,0.15742956,0.15543403,0.15279622,0.14946446,0.14550161
0.9999804,0.7907271,0.6561278,0.5801176,0.54534805,0.5382501,0.5490427,0.5679711,0.58724606,0.5984243,0.594726,0.5767967,0.5490937,0.5199786,0.49542415,0.4752905,0.4568529,0.4359271,0.4116108,0.38694978,0.36648872,0.35470212,0.35155258,0.3545472,0.36084005,0.36690614,0.3732188,0.38154665,0.3896434,0.39441577,0.39237326,0.3806084,0.36200765,0.34151793,0.3243026,0.31365094,0.30989075,0.31216395,0.31653956,0.31888923,0.31738764,0.31295353,0.3076153,0.30219775,0.29754084,0.29337865,0.29213488,0.29803205,0.3145209,0.34186697,0.37632665,0.4129063,0.44421595,0.46707892,0.48173803,0.4902955,0.4976621,0.5054233,0.51329064,0.51887465
0.9999812,0.8852114,0.8041375,0.7475161,0.7046638,0.66773534,0.6338053,0.60244167,0.5746239,0.5522938,0.5358608,0.52426255,0.5163266,0.5114199,0.5099428,0.5123611,0.5176217,0.52266806,0.52411306,0.5195957,0.50955105,0.49727046,0.48552683,0.474937,0.4646862,0.45334518,0.44125405,0.43088648,0.42541668,0.42616168,0.43141404,0.4373958,0.43985808,0.43757546,0.43222818,0.42734915,0.42629793,0.4291101,0.4336625,0.43807006,0.44086358,0.4425235,0.44483817,0.44848603,0.45265454,0.4557617,0.45691204,0.455754,0.45321858,0.45083275,0.44903198,0.44634843,0.43980137,0.42789152,0.41122803,0.3927519,0.37690413,0.36660317,0.3619114,0.36031628
0.9999861,0.85090584,0.7277097,0.62383413,0.53928393,0.47305325,0.42261624,0.38507405,0.3579299,0.34104842,0.3359173,0.34367603,0.35937777,0.37716722,0.3899054,0.39151603,0.38465288,0.37230453,0.35644722,0.33852097,0.31960583,0.3000764,0.28035355,0.26097405,0.24224396,0.22488351,0.209124,0.19518389,0.18400836,0.17656103,0.17367235,0.17649361,0.18544568,0.19927917,0.21634866,0.23387428,0.24864802,0.25886717,0.26155308,0.25297424,0.23401766,0.20786445,0.18079495,0.15808335,0.1415402,0.1313826,0.12679364,0.12650467,0.12875578,0.13228206,0.13587107,0.13907072,0.14167702,0.14321966,0.14273725,0.14027143,0.13695017,0.13426206,0.1341288,0.13715601
